request_id,t_arrival,t_admit,t_first_token,t_finish,prompt_tokens,gen_tokens,ttft_s,queue_s,tpot_s,error
polca-38,1790360689.898585,1790360706.612154,1790360706.641356,1790360713.739874,16,256,16.742772,16.713569,0.027837,
polca-39,1790360690.780080,1790360713.743958,1790360713.766896,1790360720.522353,14,256,22.986816,22.963878,0.026492,
polca-40,1790360691.227072,1790360713.744299,1790360713.806367,1790360714.280563,14,19,22.579295,22.517226,0.026344,
polca-41,1790360692.938231,1790360713.744554,1790360713.806370,1790360720.548584,17,256,20.868139,20.806323,0.026440,
polca-42,1790360695.342033,1790360713.744782,1790360713.806372,1790360720.548594,25,256,18.464339,18.402749,0.026440,
polca-43,1790360696.692551,1790360714.282647,1790360714.331451,1790360721.076450,16,256,17.638900,17.590096,0.026451,
polca-44,1790360700.428317,1790360720.549678,1790360720.613772,1790360732.025624,35,256,20.185456,20.121361,0.044752,
polca-45,1790360700.676254,1790360733.611405,1790360733.625871,1790360740.658962,20,256,32.949618,32.935152,0.027581,
polca-46,1790360701.250373,1790360733.611815,1790360733.669238,1790360736.933940,13,118,32.418865,32.361443,0.027903,
polca-47,1790360701.459437,1790360733.612100,1790360733.669240,1790360740.686191,27,256,32.209803,32.152663,0.027517,
polca-48,1790360701.503347,1790360733.612426,1790360733.669243,1790360736.687472,37,109,32.165896,32.109078,0.027947,
polca-49,1790360702.531823,1790360733.612720,1790360733.669245,1790360740.686200,37,256,31.137422,31.080897,0.027517,
polca-50,1790360703.987601,1790360733.613016,1790360733.669248,1790360740.686206,24,256,29.681647,29.625416,0.027517,
polca-51,1790360707.485973,1790360733.613297,1790360733.669250,1790360740.686212,21,256,26.183278,26.127325,0.027517,
polca-52,1790360708.656123,1790360733.613540,1790360733.669253,1790360740.686218,18,256,25.013130,24.957417,0.027518,
polca-53,1790360709.016284,1790360740.690368,1790360740.714888,1790360747.364714,15,256,31.698604,31.674084,0.026078,
polca-54,1790360709.028493,1790360740.691470,1790360740.745125,1790360747.390247,17,256,31.716632,31.662976,0.026059,
polca-55,1790360709.475940,1790360740.691749,1790360740.745128,1790360747.390255,17,256,31.269188,31.215809,0.026059,
polca-56,1790360710.341878,1790360747.393337,1790360747.414381,1790360759.279828,33,256,37.072503,37.051459,0.046531,
polca-57,1790360712.414850,1790360760.607968,1790360760.626607,1790360767.723875,35,256,48.211756,48.193118,0.027832,
polca-58,1790360712.876193,1790360760.608454,1790360760.689516,1790360767.751612,22,256,47.813323,47.732262,0.027694,
polca-59,1790360714.200490,1790360760.608771,1790360760.689520,1790360767.751622,18,256,46.489030,46.408281,0.027695,
polca-60,1790360714.728959,1790360760.609027,1790360760.689523,1790360767.751629,30,256,45.960563,45.880068,0.027695,
polca-61,1790360718.974880,1790360760.609303,1790360760.689525,1790360767.751635,16,256,41.714645,41.634423,0.027695,
polca-62,1790360719.060362,1790360760.609530,1790360760.689528,1790360767.751641,19,256,41.629165,41.549168,0.027695,
polca-63,1790360719.438118,1790360760.609753,1790360760.689530,1790360764.553882,27,140,41.251412,41.171635,0.027801,
polca-64,1790360719.975175,1790360760.610003,1790360760.689533,1790360767.751647,12,256,40.714358,40.634829,0.027695,
polca-65,1790360720.044073,1790360767.754733,1790360767.780732,1790360774.422450,27,256,47.736659,47.710660,0.026046,
polca-66,1790360720.080567,1790360767.755146,1790360767.805327,1790360774.448410,25,256,47.724760,47.674579,0.026051,
polca-67,1790360720.766318,1790360767.755449,1790360767.805330,1790360768.197322,20,16,47.039012,46.989130,0.026133,
polca-68,1790360721.780231,1790360768.200437,1790360768.248964,1790360775.219002,22,256,46.468732,46.420206,0.027333,
polca-69,1790360722.155183,1790360776.611557,1790360776.626266,1790360783.717578,34,256,54.471083,54.456374,0.027809,
polca-70,1790360722.475197,1790360776.612393,1790360776.651050,1790360783.744930,11,256,54.175853,54.137196,0.027819,
polca-71,1790360722.731719,1790360776.612666,1790360776.651053,1790360783.744941,17,256,53.919335,53.880948,0.027819,
polca-72,1790360723.069597,1790360776.612925,1790360776.651055,1790360783.744950,19,256,53.581458,53.543328,0.027819,
polca-73,1790360724.201894,1790360776.613180,1790360776.651057,1790360783.744957,22,256,52.449164,52.411287,0.027819,
polca-74,1790360724.475019,1790360776.613419,1790360776.651059,1790360783.744963,44,256,52.176040,52.138400,0.027819,
polca-75,1790360725.113822,1790360776.613727,1790360776.651062,1790360783.744969,22,256,51.537240,51.499905,0.027819,
polca-76,1790360725.150606,1790360776.614056,1790360776.651063,1790360783.744974,16,256,51.500457,51.463449,0.027819,
polca-77,1790360726.335813,1790360783.750063,1790360783.774400,1790360790.474503,15,256,57.438586,57.414250,0.026275,
polca-78,1790360726.464146,1790360783.750465,1790360783.804088,1790360790.501253,15,256,57.339942,57.286319,0.026263,
polca-79,1790360727.174053,1790360783.750808,1790360783.804093,1790360790.501262,32,256,56.630040,56.576755,0.026263,
polca-80,1790360727.330258,1790360783.751270,1790360783.804098,1790360787.056943,33,124,56.473840,56.421012,0.026446,
polca-81,1790360727.387737,1790360790.506345,1790360790.526008,1790360802.410678,17,256,63.138271,63.118608,0.046607,
polca-82,1790360727.683987,1790360803.607909,1790360803.622369,1790360810.729704,20,256,75.938382,75.923922,0.027872,
polca-83,1790360728.053432,1790360803.608366,1790360803.666088,1790360810.757448,43,256,75.612656,75.554934,0.027809,
polca-84,1790360728.069708,1790360803.608746,1790360803.666091,1790360810.757458,19,256,75.596383,75.539038,0.027809,
polca-85,1790360728.189818,1790360803.609010,1790360803.666094,1790360810.757465,27,256,75.476275,75.419192,0.027809,
polca-86,1790360728.310269,1790360803.609285,1790360803.666096,1790360810.181769,50,235,75.355827,75.299016,0.027845,
polca-87,1790360728.653009,1790360803.609602,1790360803.666098,1790360810.757471,15,256,75.013089,74.956593,0.027809,
polca-88,1790360729.458940,1790360803.609915,1790360803.666101,1790360810.757477,13,256,74.207161,74.150976,0.027809,
polca-89,1790360729.646188,1790360803.610142,1790360803.666103,1790360810.757483,32,256,74.019916,73.963955,0.027809,
polca-90,1790360730.198323,1790360810.758633,1790360810.784874,1790360817.425601,28,256,80.586551,80.560310,0.026042,
polca-91,1790360731.187097,1790360810.759531,1790360810.814715,1790360817.451867,37,256,79.627618,79.572434,0.026028,
polca-92,1790360731.500355,1790360810.759859,1790360810.814718,1790360817.451877,14,256,79.314363,79.259503,0.026028,
polca-93,1790360731.583219,1790360817.456992,1790360817.478462,1790360829.309913,24,256,85.895243,85.873773,0.046398,
polca-94,1790360733.373990,1790360830.609673,1790360830.624687,1790360831.094028,25,18,97.250698,97.235683,0.027608,
polca-95,1790360734.588179,1790360830.610796,1790360830.637747,1790360837.739981,20,256,96.049568,96.022617,0.027852,
polca-96,1790360734.913844,1790360830.611102,1790360830.637751,1790360837.739993,13,256,95.723907,95.697258,0.027852,
polca-97,1790360735.395895,1790360830.611350,1790360830.637753,1790360837.740001,17,256,95.241858,95.215455,0.027852,
polca-98,1790360735.472079,1790360830.611590,1790360830.637756,1790360837.740006,65,256,95.165677,95.139511,0.027852,
polca-99,1790360736.208394,1790360830.611931,1790360830.637758,1790360837.740012,15,256,94.429364,94.403537,0.027852,
polca-100,1790360736.318937,1790360830.612163,1790360830.637760,1790360837.740018,26,256,94.318824,94.293226,0.027852,
polca-101,1790360736.466084,1790360830.612416,1790360830.637763,1790360837.740024,17,256,94.171679,94.146332,0.027852,
polca-102,1790360736.907663,1790360831.099133,1790360831.152468,1790360838.244272,13,256,94.244805,94.191470,0.027811,
polca-103,1790360738.791574,1790360837.742115,1790360837.812837,1790360844.565181,27,256,99.021263,98.950541,0.026480,
polca-104,1790360738.916812,1790360837.742550,1790360837.812840,1790360844.565194,15,256,98.896028,98.825738,0.026480,
polca-105,1790360739.102515,1790360837.742836,1790360837.812842,1790360844.565202,30,256,98.710327,98.640321,0.026480,
polca-106,1790360739.166476,1790360838.246365,1790360838.297132,1790360845.044716,15,256,99.130656,99.079889,0.026461,
polca-107,1790360739.344405,1790360844.566289,1790360844.632364,1790360856.153169,11,256,105.287959,105.221884,0.045180,
polca-108,1790360739.462117,1790360857.609424,1790360857.625091,1790360864.725316,17,256,118.162974,118.147307,0.027844,
polca-109,1790360739.642071,1790360857.610590,1790360857.670478,1790360864.752707,24,256,118.028407,117.968519,0.027773,
polca-110,1790360740.150445,1790360857.610964,1790360857.670481,1790360864.752717,12,256,117.520036,117.460519,0.027773,
polca-111,1790360741.557803,1790360857.611347,1790360857.670483,1790360864.752724,13,256,116.112681,116.053545,0.027773,
polca-112,1790360741.859723,1790360857.611726,1790360857.670485,1790360864.752731,91,256,115.810762,115.752002,0.027774,
polca-113,1790360743.042652,1790360857.612437,1790360857.670488,1790360864.752737,25,256,114.627835,114.569785,0.027774,
polca-114,1790360743.437118,1790360857.612846,1790360857.670490,1790360864.752743,28,256,114.233372,114.175729,0.027774,
polca-115,1790360743.671204,1790360857.613259,1790360857.670492,1790360864.752748,27,256,113.999288,113.942055,0.027774,
polca-116,1790360743.708484,1790360864.755830,1790360864.780083,1790360870.494118,32,216,121.071599,121.047346,0.026577,
polca-117,1790360743.867750,1790360864.756233,1790360864.815659,1790360871.567875,55,256,120.947909,120.888483,0.026479,
polca-118,1790360744.152295,1790360864.756610,1790360864.815662,1790360871.567886,22,256,120.663367,120.604314,0.026479,
polca-119,1790360744.527732,1790360864.756876,1790360864.815665,1790360871.567894,19,256,120.287933,120.229144,0.026479,
polca-120,1790360745.134620,1790360871.570976,1790360871.594182,1790360883.498130,22,256,126.459562,126.436356,0.046682,
polca-121,1790360745.511723,1790360884.609902,1790360884.627419,1790360891.690034,30,256,139.115696,139.098179,0.027697,
polca-122,1790360746.839288,1790360884.610509,1790360884.641172,1790360891.717388,27,256,137.801884,137.771221,0.027750,
polca-123,1790360747.817336,1790360884.610897,1790360884.641177,1790360891.717397,16,256,136.823841,136.793561,0.027750,
polca-124,1790360748.497550,1790360884.611212,1790360884.641181,1790360891.717405,18,256,136.143631,136.113662,0.027750,
polca-125,1790360750.730354,1790360884.611516,1790360884.641185,1790360887.220738,17,93,133.910830,133.881162,0.028039,
polca-126,1790360751.394417,1790360884.611805,1790360884.641188,1790360891.717411,16,256,133.246772,133.217389,0.027750,
polca-127,1790360752.014735,1790360884.612116,1790360884.641192,1790360891.717417,30,256,132.626456,132.597381,0.027750,
polca-128,1790360752.301360,1790360884.612429,1790360884.641195,1790360891.717423,34,256,132.339836,132.311069,0.027750,
polca-129,1790360752.811022,1790360891.718507,1790360891.745180,1790360898.388054,14,256,138.934159,138.907485,0.026050,
polca-130,1790360752.870069,1790360891.718899,1790360891.772462,1790360898.233174,23,249,138.902393,138.848830,0.026051,
polca-131,1790360753.853209,1790360891.719215,1790360891.772465,1790360892.580901,33,32,137.919256,137.866006,0.026079,
polca-132,1790360753.906474,1790360892.581982,1790360892.633527,1790360899.951655,30,256,138.727053,138.675508,0.028699,
polca-133,1790360753.949386,1790360900.607740,1790360900.622658,1790360907.718580,54,256,146.673271,146.658353,0.027827,
polca-134,1790360754.515876,1790360900.608743,1790360900.636189,1790360907.745125,34,256,146.120312,146.092867,0.027878,
polca-135,1790360754.976473,1790360900.609084,1790360900.636192,1790360903.261181,14,94,145.659719,145.632611,0.028226,
polca-136,1790360755.183018,1790360900.609334,1790360900.636194,1790360907.745135,30,256,145.453176,145.426316,0.027878,
polca-137,1790360755.745923,1790360900.609607,1790360900.636196,1790360907.745143,17,256,144.890274,144.863684,0.027878,
polca-138,1790360756.618504,1790360900.609854,1790360900.636198,1790360907.745149,38,256,144.017694,143.991350,0.027878,
polca-139,1790360756.700261,1790360900.610157,1790360900.636200,1790360907.745156,28,256,143.935939,143.909896,0.027878,
polca-140,1790360757.856121,1790360900.610415,1790360900.636202,1790360907.745162,38,256,142.780082,142.754295,0.027878,
polca-141,1790360758.396113,1790360907.746245,1790360907.770543,1790360914.457933,32,256,149.374430,149.350132,0.026225,
polca-142,1790360758.748864,1790360907.746655,1790360907.805829,1790360914.484221,42,256,149.056964,148.997791,0.026190,
polca-143,1790360759.355637,1790360907.747043,1790360907.805832,1790360914.484231,20,256,148.450195,148.391406,0.026190,
polca-144,1790360759.896340,1790360914.487330,1790360914.510988,1790360926.391829,38,256,154.614648,154.590990,0.046592,
polca-145,1790360761.163989,1790360924.607502,1790360924.759639,1790360936.416439,22,256,163.595650,163.443513,0.045713,
polca-146,1790360761.618132,1790360924.607997,1790360924.759645,1790360936.416454,23,256,163.141513,162.989866,0.045713,
polca-147,1790360761.800539,1790360924.608364,1790360924.759650,1790360936.416466,40,256,162.959110,162.807825,0.045713,
polca-148,1790360761.854645,1790360924.608753,1790360924.759654,1790360936.416476,18,256,162.905009,162.754108,0.045713,
polca-149,1790360762.862002,1790360924.609039,1790360924.759659,1790360936.416484,31,256,161.897657,161.747037,0.045713,
polca-150,1790360763.071741,1790360924.609367,1790360924.759664,1790360936.416492,33,256,161.687923,161.537626,0.045713,
polca-151,1790360763.868357,1790360924.609697,1790360924.759668,1790360930.030487,13,121,160.891311,160.741340,0.043923,
polca-152,1790360765.035658,1790360924.609958,1790360924.759673,1790360936.416501,17,256,159.724015,159.574301,0.045713,
polca-153,1790360765.174926,1790360924.610235,1790360924.759678,1790360928.223220,28,81,159.584751,159.435309,0.043294,
polca-154,1790360765.780708,1790360924.610549,1790360924.759682,1790360935.201783,48,231,158.978974,158.829841,0.045400,
polca-155,1790360766.002111,1790360924.610945,1790360924.759687,1790360933.015500,17,186,158.757576,158.608834,0.044626,
polca-156,1790360766.365888,1790360924.611223,1790360924.759691,1790360936.416510,22,256,158.393803,158.245334,0.045713,
polca-157,1790360767.223953,1790360924.611509,1790360924.759695,1790360935.013636,32,228,157.535743,157.387556,0.045172,
polca-158,1790360767.327205,1790360924.611819,1790360924.759700,1790360930.738575,52,136,157.432495,157.284614,0.044288,
polca-159,1790360768.319068,1790360924.612202,1790360924.759705,1790360936.416520,26,256,156.440637,156.293134,0.045713,
polca-160,1790360768.540623,1790360924.612492,1790360924.759709,1790360933.540266,38,197,156.219086,156.071869,0.044799,
polca-161,1790360768.926028,1790360924.612829,1790360924.759713,1790360936.416528,17,256,155.833684,155.686800,0.045713,
polca-162,1790360769.134937,1790360924.613094,1790360924.759718,1790360936.416538,12,256,155.624780,155.478156,0.045713,
polca-163,1790360769.584345,1790360924.613342,1790360924.759722,1790360936.416546,20,256,155.175376,155.028996,0.045713,
polca-164,1790360769.814968,1790360924.613623,1790360924.759726,1790360936.416553,17,256,154.944758,154.798654,0.045713,
polca-165,1790360770.791170,1790360924.613895,1790360924.759730,1790360936.416561,14,256,153.968561,153.822725,0.045713,
polca-166,1790360770.806219,1790360924.614224,1790360924.759734,1790360936.416568,22,256,153.953515,153.808005,0.045713,
polca-167,1790360771.008836,1790360924.614530,1790360924.759739,1790360925.396436,20,16,153.750904,153.605695,0.042446,
polca-168,1790360771.505847,1790360924.614808,1790360924.759743,1790360936.416576,19,256,153.253896,153.108961,0.045713,
polca-169,1790360771.866924,1790360924.615076,1790360924.759747,1790360936.416584,22,256,152.892823,152.748152,0.045713,
polca-170,1790360772.710249,1790360924.615350,1790360924.759751,1790360936.416592,92,256,152.049502,151.905101,0.045713,
polca-171,1790360772.942478,1790360924.615839,1790360924.759756,1790360936.416600,43,256,151.817278,151.673361,0.045713,
polca-172,1790360773.148965,1790360924.616245,1790360924.759760,1790360936.416609,18,256,151.610795,151.467280,0.045713,
polca-173,1790360774.051113,1790360924.616525,1790360924.759764,1790360936.416616,28,256,150.708652,150.565412,0.045713,
polca-174,1790360774.059568,1790360924.616819,1790360924.759769,1790360936.416624,26,256,150.700200,150.557250,0.045713,
polca-175,1790360774.299757,1790360924.617286,1790360924.759773,1790360936.416631,12,256,150.460016,150.317528,0.045713,
polca-176,1790360774.739088,1790360924.617579,1790360924.759778,1790360936.416639,24,256,150.020691,149.878492,0.045713,
polca-177,1790360775.172745,1790360924.617890,1790360924.759782,1790360936.416647,25,256,149.587037,149.445144,0.045713,
polca-178,1790360775.499131,1790360924.618209,1790360924.759787,1790360936.416654,16,256,149.260655,149.119078,0.045713,
polca-179,1790360776.545152,1790360924.618471,1790360924.759791,1790360936.416662,17,256,148.214639,148.073318,0.045713,
polca-180,1790360776.986327,1790360924.618731,1790360924.759795,1790360936.416670,14,256,147.773468,147.632404,0.045713,
polca-181,1790360778.235966,1790360924.618983,1790360924.759799,1790360936.416678,12,256,146.523833,146.383017,0.045713,
polca-182,1790360778.256883,1790360924.619235,1790360924.759804,1790360936.416685,19,256,146.502920,146.362351,0.045713,
polca-183,1790360778.370775,1790360924.619513,1790360924.759808,1790360936.416693,18,256,146.389033,146.248738,0.045713,
polca-184,1790360778.896391,1790360924.619776,1790360924.759812,1790360936.416700,16,256,145.863422,145.723385,0.045713,
polca-185,1790360780.731675,1790360924.620028,1790360924.759817,1790360930.079106,28,122,144.028142,143.888353,0.043961,
polca-186,1790360780.858284,1790360924.620324,1790360924.759821,1790360930.223649,29,125,143.901537,143.762040,0.044063,
polca-187,1790360780.954685,1790360924.620631,1790360924.759826,1790360936.416707,17,256,143.805141,143.665946,0.045713,
polca-188,1790360781.101171,1790360924.620889,1790360924.759831,1790360936.416716,22,256,143.658659,143.519718,0.045713,
polca-189,1790360781.709443,1790360924.621178,1790360924.759835,1790360936.416723,25,256,143.050392,142.911735,0.045713,
polca-190,1790360782.161071,1790360924.621477,1790360924.759839,1790360936.416730,18,256,142.598768,142.460406,0.045713,
polca-191,1790360782.854420,1790360924.621744,1790360924.759844,1790360930.459888,44,130,141.905424,141.767324,0.044186,
polca-192,1790360783.374332,1790360924.622112,1790360924.759848,1790360936.416738,30,256,141.385516,141.247780,0.045713,
polca-193,1790360784.626923,1790360924.622411,1790360924.759852,1790360936.416746,16,256,140.132929,139.995488,0.045713,
polca-194,1790360785.053634,1790360924.622678,1790360924.759856,1790360936.416756,16,256,139.706222,139.569044,0.045713,
polca-195,1790360787.184258,1790360924.622939,1790360924.759861,1790360936.416763,26,256,137.575602,137.438681,0.045713,
polca-196,1790360787.857465,1790360924.623244,1790360924.815638,1790360930.030680,17,120,136.958173,136.765779,0.043824,
polca-197,1790360788.176988,1790360924.623518,1790360924.815643,1790360929.839723,31,116,136.638655,136.446530,0.043688,
polca-198,1790360791.492526,1790360924.623884,1790360924.815647,1790360936.459771,17,256,133.323121,133.131359,0.045663,
polca-199,1790360792.337864,1790360924.624238,1790360924.815652,1790360936.459789,22,256,132.477787,132.286374,0.045663,
polca-200,1790360793.339878,1790360924.624595,1790360924.815656,1790360925.497855,24,17,131.475778,131.284717,0.042637,
polca-201,1790360794.415350,1790360924.624918,1790360924.815660,1790360932.147099,14,166,130.400310,130.209568,0.044433,
polca-202,1790360795.046233,1790360924.625215,1790360924.815665,1790360935.927499,19,245,129.769432,129.578982,0.045540,
polca-203,1790360795.259195,1790360924.625542,1790360924.815669,1790360936.459800,18,256,129.556474,129.366348,0.045663,
polca-204,1790360795.956377,1790360924.625869,1790360924.815673,1790360936.459813,17,256,128.859296,128.669492,0.045663,
polca-205,1790360800.014702,1790360924.626203,1790360924.815677,1790360936.459823,15,256,124.800975,124.611501,0.045663,
polca-206,1790360800.132525,1790360924.626529,1790360924.815681,1790360934.962385,13,226,124.683156,124.494004,0.045096,
polca-207,1790360801.137160,1790360924.626903,1790360924.815685,1790360936.459834,18,256,123.678524,123.489742,0.045663,
polca-208,1790360801.195527,1790360925.399718,1790360925.497890,1790360937.218536,47,256,124.302364,124.204191,0.045963,
polca-209,1790360801.222252,1790360925.497926,1790360925.593122,1790360937.322515,21,256,124.370870,124.275674,0.045998,
polca-210,1790360801.332812,1790360926.392154,1790360926.493607,1790360938.247428,55,256,125.160795,125.059342,0.046093,
polca-211,1790360802.345977,1790360928.227573,1790360928.329798,1790360940.178207,18,256,125.983822,125.881597,0.046464,
polca-212,1790360802.965039,1790360929.841902,1790360929.948610,1790360941.786657,52,256,126.983571,126.876864,0.046424,
polca-213,1790360803.335264,1790360930.031859,1790360930.141919,1790360933.744155,20,79,126.806655,126.696595,0.046183,
polca-214,1790360803.752925,1790360930.032321,1790360930.141923,1790360941.978656,15,256,126.388999,126.279396,0.046419,
polca-215,1790360805.632774,1790360930.079266,1790360930.190788,1790360939.949824,20,210,124.558015,124.446492,0.046694,
polca-216,1790360808.464283,1790360930.223804,1790360930.340960,1790360942.172604,27,256,121.876677,121.759521,0.046399,
polca-217,1790360808.793727,1790360930.461102,1790360930.568139,1790360942.414585,26,256,121.774411,121.667375,0.046457,
polca-218,1790360809.251893,1790360930.739911,1790360930.847942,1790360942.698729,12,256,121.596049,121.488018,0.046474,
polca-219,1790360809.660543,1790360932.148296,1790360932.259240,1790360944.101044,20,256,122.598697,122.487753,0.046438,
polca-220,1790360809.887251,1790360933.015781,1790360933.136644,1790360945.015005,16,256,123.249393,123.128530,0.046582,
polca-221,1790360810.275045,1790360933.542615,1790360933.657592,1790360945.533343,27,256,123.382547,123.267570,0.046572,
polca-222,1790360810.740937,1790360933.748314,1790360933.862566,1790360945.733073,18,256,123.121629,123.007377,0.046551,
polca-223,1790360810.753147,1790360934.962496,1790360935.091322,1790360939.170200,64,88,124.338175,124.209349,0.046884,
polca-224,1790360810.840133,1790360935.013928,1790360935.161178,1790360939.446230,18,93,124.321045,124.173795,0.046577,
polca-225,1790360811.340117,1790360935.204156,1790360935.333068,1790360947.132252,14,256,123.992951,123.864039,0.046271,
polca-226,1790360811.371444,1790360935.929638,1790360936.053148,1790360947.851154,13,256,124.681704,124.558194,0.046267,
polca-227,1790360812.067080,1790360936.417917,1790360936.569168,1790360948.338870,59,256,124.502088,124.350837,0.046156,
polca-228,1790360812.299887,1790360936.418376,1790360936.569172,1790360938.353362,35,41,124.269285,124.118489,0.044605,
polca-229,1790360812.891883,1790360936.418758,1790360936.569176,1790360948.338890,17,256,123.677293,123.526875,0.046156,
polca-230,1790360813.136472,1790360936.419067,1790360936.569180,1790360948.338907,29,256,123.432709,123.282595,0.046156,
polca-231,1790360813.212983,1790360936.419406,1790360936.569184,1790360948.338923,11,256,123.356201,123.206423,0.046156,
polca-232,1790360814.430743,1790360936.419681,1790360936.569189,1790360948.338936,17,256,122.138446,121.988939,0.046156,
polca-233,1790360814.733373,1790360936.419959,1790360936.569193,1790360941.923806,42,120,121.835819,121.686586,0.044997,
polca-234,1790360814.982478,1790360936.420321,1790360936.569196,1790360948.338949,20,256,121.586719,121.437843,0.046156,
polca-235,1790360815.002808,1790360936.420610,1790360936.569201,1790360944.726719,15,180,121.566393,121.417802,0.045573,
polca-236,1790360815.466556,1790360936.420870,1790360936.569205,1790360948.338964,27,256,121.102649,120.954314,0.046156,
polca-237,1790360816.402406,1790360936.421151,1790360936.569209,1790360948.338979,27,256,120.166803,120.018745,0.046156,
polca-238,1790360816.583138,1790360936.421454,1790360936.569214,1790360948.338993,23,256,119.986076,119.838316,0.046156,
polca-239,1790360816.996553,1790360936.421736,1790360936.569218,1790360936.955955,18,10,119.572665,119.425183,0.042971,
polca-240,1790360817.007752,1790360936.422005,1790360936.569222,1790360948.339008,16,256,119.561470,119.414252,0.046156,
polca-241,1790360817.099051,1790360936.422272,1790360936.569227,1790360948.339023,21,256,119.470176,119.323221,0.046156,
polca-242,1790360817.119155,1790360936.422538,1790360936.569231,1790360948.339036,13,256,119.450076,119.303384,0.046156,
