request_id,t_arrival,t_admit,t_first_token,t_finish,prompt_tokens,gen_tokens,ttft_s,queue_s,tpot_s,error
pi-28,1790360355.315754,1790360355.317837,1790360355.352806,1790360362.263187,20,256,0.037052,0.002083,0.027100,
pi-29,1790360356.216321,1790360356.217424,1790360356.247798,1790360358.811362,53,95,0.031477,0.001103,0.027272,
pi-30,1790360356.239951,1790360356.244045,1790360356.292979,1790360363.252824,15,256,0.053027,0.004094,0.027294,
pi-31,1790360356.917586,1790360356.921166,1790360356.972868,1790360363.961496,16,256,0.055282,0.003580,0.027406,
pi-32,1790360357.515862,1790360357.518943,1790360357.562195,1790360364.568585,47,256,0.046332,0.003081,0.027476,
pi-33,1790360357.545660,1790360357.545678,1790360357.601589,1790360364.595711,15,256,0.055930,0.000019,0.027428,
pi-34,1790360358.097579,1790360358.099660,1790360358.146361,1790360365.141155,36,256,0.048782,0.002081,0.027431,
pi-35,1790360359.975716,1790360359.976797,1790360360.024184,1790360366.981671,28,256,0.048468,0.001081,0.027284,
pi-36,1790360360.917906,1790360360.920988,1790360360.957345,1790360367.872071,18,256,0.039440,0.003082,0.027117,
pi-37,1790360361.928220,1790360361.933339,1790360361.983114,1790360368.828495,20,256,0.054894,0.005120,0.026845,
pi-38,1790360363.872892,1790360363.964596,1790360364.020040,1790360370.715581,16,256,0.147149,0.091704,0.026257,
pi-39,1790360364.754737,1790360364.754758,1790360364.812408,1790360372.021319,14,256,0.057671,0.000020,0.028270,
pi-40,1790360365.201339,1790360365.201359,1790360365.250487,1790360365.735685,14,19,0.049148,0.000020,0.026955,
pi-41,1790360366.913034,1790360373.583196,1790360373.596775,1790360380.144473,17,256,6.683741,6.670161,0.025677,
pi-42,1790360369.316647,1790360373.583854,1790360373.631363,1790360380.170909,25,256,4.314716,4.267207,0.025645,
pi-43,1790360370.667370,1790360380.145561,1790360380.215423,1790360386.815045,16,256,9.548054,9.478191,0.025881,
pi-44,1790360374.402208,1790360380.171993,1790360380.249043,1790360386.840608,35,256,5.846835,5.769785,0.025849,
pi-45,1790360374.650653,1790360383.585134,1790360383.624779,1790360390.249989,20,256,8.974127,8.934481,0.025981,
pi-46,1790360375.225184,1790360386.817135,1790360386.865865,1790360389.915705,13,118,11.640681,11.591951,0.026067,
pi-47,1790360375.433576,1790360386.843696,1790360386.897132,1790360396.018297,27,256,11.463556,11.410120,0.035769,
pi-48,1790360375.477760,1790360402.583783,1790360402.598303,1790360407.547900,37,109,27.120543,27.106023,0.045830,
pi-49,1790360376.506294,1790360408.583936,1790360408.598419,1790360420.161466,37,256,32.092125,32.077643,0.045345,
pi-50,1790360377.961743,1790360425.584546,1790360425.599039,1790360437.052947,24,256,47.637296,47.622802,0.044917,
pi-51,1790360381.459620,1790360438.586738,1790360438.600861,1790360450.158094,21,256,57.141241,57.127118,0.045322,
pi-52,1790360382.631441,1790360461.586149,1790360461.599931,1790360472.991954,18,256,78.968490,78.954708,0.044675,
pi-53,1790360382.990848,1790360484.586509,1790360484.600887,1790360496.000386,15,256,101.610039,101.595661,0.044704,
pi-54,1790360383.003049,1790360507.586230,1790360507.599802,1790360518.995244,17,256,124.596753,124.583181,0.044688,
pi-55,1790360383.449936,1790360508.581927,1790360508.976487,1790360520.106678,17,256,125.526551,125.131991,0.043648,
pi-56,1790360384.316308,1790360508.582275,1790360508.976491,1790360520.106690,33,256,124.660182,124.265967,0.043648,
pi-57,1790360386.389923,1790360508.582681,1790360508.976493,1790360520.106700,35,256,122.586571,122.192759,0.043648,
pi-58,1790360386.851181,1790360508.583022,1790360508.976496,1790360520.106709,22,256,122.125315,121.731841,0.043648,
pi-59,1790360388.175118,1790360508.583347,1790360508.976498,1790360520.106716,18,256,120.801380,120.408229,0.043648,
pi-60,1790360388.704287,1790360508.583637,1790360508.976500,1790360520.106724,30,256,120.272213,119.879349,0.043648,
pi-61,1790360392.948817,1790360508.583957,1790360508.976502,1790360520.106732,16,256,116.027685,115.635140,0.043648,
pi-62,1790360393.035634,1790360508.584243,1790360508.976505,1790360520.106738,19,256,115.940871,115.548609,0.043648,
pi-63,1790360393.412175,1790360508.584521,1790360508.976507,1790360514.860106,27,140,115.564333,115.172347,0.042328,
pi-64,1790360393.949722,1790360508.584821,1790360508.976510,1790360520.106745,12,256,115.026788,114.635099,0.043648,
pi-65,1790360394.019258,1790360508.585088,1790360508.976512,1790360520.106753,27,256,114.957254,114.565830,0.043648,
pi-66,1790360394.055299,1790360508.585377,1790360508.976515,1790360520.106761,25,256,114.921216,114.530077,0.043648,
pi-67,1790360394.740469,1790360508.585664,1790360508.976517,1790360509.593668,20,16,114.236048,113.845195,0.041143,
pi-68,1790360395.754746,1790360508.585934,1790360508.976519,1790360520.106768,22,256,113.221773,112.831188,0.043648,
pi-69,1790360396.129285,1790360508.586239,1790360508.976522,1790360520.106774,34,256,112.847237,112.456954,0.043648,
pi-70,1790360396.449340,1790360508.586575,1790360508.976524,1790360520.106781,11,256,112.527184,112.137235,0.043648,
pi-71,1790360396.706228,1790360508.586823,1790360508.976526,1790360520.106788,17,256,112.270298,111.880594,0.043648,
pi-72,1790360397.044443,1790360508.587082,1790360508.976528,1790360520.106795,19,256,111.932085,111.542639,0.043648,
pi-73,1790360398.176072,1790360508.587349,1790360508.976530,1790360520.106802,22,256,110.800458,110.411277,0.043648,
pi-74,1790360398.450124,1790360508.587625,1790360508.976532,1790360520.106809,44,256,110.526408,110.137501,0.043648,
pi-75,1790360399.087867,1790360508.587957,1790360508.976534,1790360520.106818,22,256,109.888668,109.500091,0.043648,
pi-76,1790360399.124664,1790360508.588252,1790360508.976537,1790360520.106825,16,256,109.851872,109.463588,0.043648,
pi-77,1790360400.309445,1790360508.588522,1790360508.976539,1790360520.106832,15,256,108.667094,108.279077,0.043648,
pi-78,1790360400.438931,1790360508.588774,1790360508.976541,1790360520.106839,15,256,108.537609,108.149843,0.043648,
pi-79,1790360401.147955,1790360508.589087,1790360508.976543,1790360520.106845,32,256,107.828588,107.441132,0.043648,
pi-80,1790360401.304829,1790360508.589407,1790360508.976546,1790360514.163149,33,124,107.671717,107.284578,0.042168,
pi-81,1790360401.362019,1790360508.589737,1790360508.976547,1790360520.106853,17,256,107.614529,107.227719,0.043648,
pi-82,1790360401.658629,1790360508.590021,1790360508.976550,1790360520.106859,20,256,107.317921,106.931392,0.043648,
pi-83,1790360402.028192,1790360508.590284,1790360508.976552,1790360520.106866,43,256,106.948360,106.562093,0.043648,
pi-84,1790360402.043457,1790360508.590615,1790360508.976554,1790360520.106872,19,256,106.933096,106.547158,0.043648,
pi-85,1790360402.164716,1790360508.590852,1790360508.976556,1790360520.106879,27,256,106.811840,106.426136,0.043648,
pi-86,1790360402.285015,1790360508.591101,1790360508.976558,1790360519.122582,50,235,106.691543,106.306086,0.043359,
pi-87,1790360402.628000,1790360508.591464,1790360508.976560,1790360520.106885,15,256,106.348560,105.963464,0.043648,
pi-88,1790360403.433460,1790360508.591695,1790360508.976562,1790360520.106892,13,256,105.543103,105.158235,0.043648,
pi-89,1790360403.620514,1790360508.591918,1790360508.976564,1790360520.106899,32,256,105.356050,104.971404,0.043648,
pi-90,1790360404.172380,1790360508.592191,1790360508.976566,1790360520.106906,28,256,104.804186,104.419810,0.043648,
pi-91,1790360405.161822,1790360508.592458,1790360508.976568,1790360520.106914,37,256,103.814746,103.430636,0.043648,
pi-92,1790360405.474551,1790360508.592747,1790360508.976570,1790360520.106922,14,256,103.502019,103.118196,0.043648,
pi-93,1790360405.557315,1790360508.592980,1790360508.976572,1790360520.106928,24,256,103.419258,103.035666,0.043648,
pi-94,1790360407.348455,1790360508.593223,1790360508.976574,1790360509.696471,25,18,101.628119,101.244768,0.042347,
pi-95,1790360408.563119,1790360508.593475,1790360508.976576,1790360520.106935,20,256,100.413457,100.030356,0.043648,
pi-96,1790360408.888511,1790360508.593701,1790360508.976578,1790360520.106943,13,256,100.088067,99.705190,0.043648,
pi-97,1790360409.370804,1790360508.593919,1790360508.976581,1790360520.106950,17,256,99.605777,99.223114,0.043649,
pi-98,1790360409.446438,1790360508.594154,1790360508.976583,1790360520.106956,65,256,99.530145,99.147716,0.043649,
pi-99,1790360410.182922,1790360508.594535,1790360508.976585,1790360520.106962,15,256,98.793663,98.411613,0.043649,
pi-100,1790360410.293610,1790360508.594750,1790360508.976587,1790360520.106969,26,256,98.682977,98.301140,0.043649,
pi-101,1790360410.440614,1790360508.594985,1790360508.976589,1790360520.106975,17,256,98.535974,98.154371,0.043649,
pi-102,1790360410.882197,1790360508.595214,1790360508.976591,1790360520.106982,13,256,98.094394,97.713017,0.043649,
pi-103,1790360412.766008,1790360508.595423,1790360508.976593,1790360520.106989,27,256,96.210585,95.829415,0.043649,
pi-104,1790360412.890883,1790360508.595673,1790360508.976595,1790360520.106997,15,256,96.085712,95.704790,0.043649,
pi-105,1790360413.077306,1790360508.595892,1790360508.976597,1790360520.107003,30,256,95.899291,95.518587,0.043649,
pi-106,1790360413.140923,1790360508.596133,1790360508.976599,1790360520.107010,15,256,95.835676,95.455211,0.043649,
pi-107,1790360413.318185,1790360508.596345,1790360508.976601,1790360520.107017,11,256,95.658416,95.278161,0.043649,
pi-108,1790360413.436568,1790360508.596550,1790360508.976603,1790360520.107024,17,256,95.540034,95.159982,0.043649,
pi-109,1790360413.616618,1790360508.596780,1790360508.976604,1790360520.107031,24,256,95.359986,94.980162,0.043649,
pi-110,1790360414.124619,1790360508.597041,1790360508.976606,1790360520.107038,12,256,94.851987,94.472421,0.043649,
pi-111,1790360415.532769,1790360508.597260,1790360508.976608,1790360520.107044,13,256,93.443840,93.064492,0.043649,
pi-112,1790360415.834434,1790360508.597537,1790360508.976611,1790360520.107053,91,256,93.142177,92.763104,0.043649,
pi-113,1790360417.016347,1790360508.597939,1790360508.976612,1790360520.107060,25,256,91.960265,91.581592,0.043649,
pi-114,1790360417.410905,1790360508.598306,1790360508.976614,1790360520.107067,28,256,91.565710,91.187401,0.043649,
pi-115,1790360417.645790,1790360508.598598,1790360508.976617,1790360520.107073,27,256,91.330827,90.952807,0.043649,
pi-116,1790360417.683265,1790360508.598858,1790360508.976619,1790360518.209482,32,216,91.293353,90.915592,0.042944,
pi-117,1790360417.841989,1790360508.599116,1790360508.976620,1790360520.107079,55,256,91.134632,90.757128,0.043649,
pi-118,1790360418.126601,1790360509.593798,1790360509.696527,1790360521.125740,22,256,91.569925,91.467196,0.044820,
pi-119,1790360418.502674,1790360509.696551,1790360509.787708,1790360521.225168,19,256,91.285034,91.193876,0.044853,
pi-120,1790360419.108522,1790360514.166324,1790360514.271627,1790360525.814313,22,256,95.163105,95.057802,0.045265,
pi-121,1790360419.485392,1790360514.863326,1790360514.970096,1790360526.558735,30,256,95.484704,95.377934,0.045446,
pi-122,1790360420.813762,1790360518.212586,1790360518.330898,1790360530.004273,27,256,97.517136,97.398824,0.045778,
pi-123,1790360421.791649,1790360518.998496,1790360519.122674,1790360530.797760,16,256,97.331025,97.206846,0.045785,
pi-124,1790360422.472093,1790360519.125756,1790360519.252207,1790360530.887838,18,256,96.780113,96.653663,0.045630,
pi-125,1790360424.704849,1790360520.107131,1790360520.502293,1790360524.437335,17,93,95.797444,95.402282,0.042772,
pi-126,1790360425.369132,1790360520.107469,1790360520.502296,1790360531.735205,16,256,95.133163,94.738337,0.044051,
pi-127,1790360425.988513,1790360520.107796,1790360520.502298,1790360531.735224,30,256,94.513785,94.119283,0.044051,
pi-128,1790360426.275972,1790360520.108140,1790360520.502300,1790360531.735237,34,256,94.226329,93.832169,0.044051,
pi-129,1790360426.784544,1790360520.108469,1790360520.502302,1790360531.735251,14,256,93.717758,93.323925,0.044051,
pi-130,1790360426.844665,1790360520.108704,1790360520.502305,1790360531.454395,23,249,93.657640,93.264039,0.044162,
pi-131,1790360427.827953,1790360520.108948,1790360520.502306,1790360521.805781,33,32,92.674353,92.280995,0.042048,
pi-132,1790360427.880596,1790360520.109222,1790360520.502309,1790360531.735266,30,256,92.621713,92.228626,0.044051,
pi-133,1790360427.923118,1790360520.109486,1790360520.502311,1790360531.735279,54,256,92.579193,92.186368,0.044051,
pi-134,1790360428.489670,1790360520.109777,1790360520.502313,1790360531.735292,34,256,92.012644,91.620107,0.044051,
pi-135,1790360428.951725,1790360520.110036,1790360520.502315,1790360524.484871,14,94,91.550591,91.158311,0.042823,
pi-136,1790360429.156994,1790360520.110237,1790360520.502317,1790360531.735306,30,256,91.345323,90.953243,0.044051,
pi-137,1790360429.720742,1790360520.110461,1790360520.502320,1790360531.735319,17,256,90.781578,90.389719,0.044051,
pi-138,1790360430.592921,1790360520.110656,1790360520.502322,1790360531.735332,38,256,89.909401,89.517735,0.044051,
pi-139,1790360430.674609,1790360520.110929,1790360520.502324,1790360531.735347,28,256,89.827715,89.436320,0.044051,
pi-140,1790360431.830030,1790360520.111155,1790360520.502326,1790360531.735359,38,256,88.672296,88.281125,0.044051,
pi-141,1790360432.370585,1790360520.111415,1790360520.502328,1790360531.735372,32,256,88.131743,87.740829,0.044051,
pi-142,1790360432.723503,1790360520.111656,1790360520.502330,1790360531.735386,42,256,87.778827,87.388154,0.044051,
pi-143,1790360433.329499,1790360520.111948,1790360520.502332,1790360531.735399,20,256,87.172833,86.782449,0.044051,
pi-144,1790360433.871097,1790360520.112175,1790360520.502334,1790360531.735412,38,256,86.631237,86.241078,0.044051,
pi-145,1790360435.138743,1790360520.112448,1790360520.502336,1790360531.735426,22,256,85.363594,84.973705,0.044051,
pi-146,1790360435.592674,1790360520.112678,1790360520.502339,1790360531.735439,23,256,84.909665,84.520004,0.044051,
pi-147,1790360435.774706,1790360520.112891,1790360520.502341,1790360531.735451,40,256,84.727634,84.338185,0.044051,
pi-148,1790360435.829186,1790360520.113168,1790360520.502343,1790360531.735465,18,256,84.673157,84.283982,0.044051,
pi-149,1790360436.836011,1790360520.113376,1790360520.502346,1790360531.735477,31,256,83.666335,83.277365,0.044051,
pi-150,1790360437.047023,1790360520.113605,1790360520.502347,1790360531.735489,33,256,83.455325,83.066582,0.044052,
pi-151,1790360437.842569,1790360520.113863,1790360520.502350,1790360525.676323,13,121,82.659781,82.271294,0.043116,
pi-152,1790360439.009688,1790360520.114058,1790360520.502352,1790360531.735502,17,256,81.492664,81.104371,0.044052,
pi-153,1790360439.149600,1790360520.114272,1790360520.502354,1790360523.907730,28,81,81.352754,80.964672,0.042567,
pi-154,1790360439.755091,1790360520.114497,1790360520.502357,1790360530.703841,48,231,80.747266,80.359406,0.044354,
pi-155,1790360439.976137,1790360520.114796,1790360520.502359,1790360528.607712,17,186,80.526222,80.138659,0.043813,
pi-156,1790360440.339926,1790360520.115001,1790360520.502361,1790360531.735514,22,256,80.162435,79.775076,0.044052,
pi-157,1790360441.199030,1790360520.115226,1790360520.502363,1790360530.562173,32,228,79.303333,78.916195,0.044316,
pi-158,1790360441.301997,1790360520.115606,1790360520.502365,1790360526.364320,52,136,79.200368,78.813609,0.043422,
pi-159,1790360442.293519,1790360520.115920,1790360520.502367,1790360531.735527,26,256,78.208848,77.822402,0.044052,
pi-160,1790360442.514667,1790360520.116145,1790360520.502369,1790360529.119286,38,197,77.987702,77.601478,0.043964,
pi-161,1790360442.899487,1790360520.116421,1790360520.502371,1790360531.735537,17,256,77.602884,77.216934,0.044052,
pi-162,1790360443.109934,1790360520.116619,1790360520.502373,1790360531.735550,12,256,77.392439,77.006685,0.044052,
pi-163,1790360443.559343,1790360520.116805,1790360520.502375,1790360531.735564,20,256,76.943032,76.557461,0.044052,
pi-164,1790360443.789371,1790360520.117008,1790360520.502377,1790360531.735575,17,256,76.713006,76.327637,0.044052,
pi-165,1790360444.765054,1790360520.117216,1790360520.502379,1790360531.735588,14,256,75.737325,75.352162,0.044052,
pi-166,1790360444.780051,1790360520.117422,1790360520.502381,1790360531.735600,22,256,75.722330,75.337371,0.044052,
pi-167,1790360444.983198,1790360520.117640,1790360520.502383,1790360521.125862,20,16,75.519185,75.134442,0.041565,
pi-168,1790360445.480943,1790360520.117912,1790360520.502385,1790360531.735613,19,256,75.021441,74.636968,0.044052,
pi-169,1790360445.841319,1790360520.118269,1790360520.502387,1790360531.735625,22,256,74.661068,74.276950,0.044052,
pi-170,1790360446.684837,1790360520.118512,1790360520.502389,1790360531.735636,92,256,73.817551,73.433675,0.044052,
pi-171,1790360446.916114,1790360520.118915,1790360520.502391,1790360531.735652,43,256,73.586277,73.202801,0.044052,
pi-172,1790360447.123685,1790360520.119242,1790360520.502393,1790360531.735665,18,256,73.378708,72.995558,0.044052,
pi-173,1790360448.025113,1790360520.119452,1790360520.502395,1790360531.735676,28,256,72.477282,72.094340,0.044052,
pi-174,1790360448.034312,1790360520.119702,1790360520.502397,1790360531.735687,26,256,72.468084,72.085390,0.044052,
pi-175,1790360448.273872,1790360520.119933,1790360520.502398,1790360531.735699,12,256,72.228526,71.846061,0.044052,
pi-176,1790360448.714105,1790360520.120119,1790360520.502400,1790360531.735710,24,256,71.788296,71.406014,0.044052,
pi-177,1790360449.147390,1790360520.120343,1790360520.502403,1790360531.735722,25,256,71.355012,70.972953,0.044052,
pi-178,1790360449.473179,1790360520.120554,1790360520.502405,1790360531.735732,16,256,71.029226,70.647376,0.044052,
pi-179,1790360450.519722,1790360520.120748,1790360520.502406,1790360531.735743,17,256,69.982684,69.601026,0.044052,
pi-180,1790360450.960786,1790360520.120954,1790360520.502408,1790360531.735752,14,256,69.541622,69.160168,0.044052,
pi-181,1790360452.211053,1790360520.121165,1790360520.502410,1790360531.735762,12,256,68.291357,67.910111,0.044052,
pi-182,1790360452.231511,1790360521.128976,1790360521.225321,1790360532.428122,19,256,68.993811,68.897465,0.043933,
pi-183,1790360452.345230,1790360521.129350,1790360521.225324,1790360532.428141,18,256,68.880094,68.784120,0.043933,
pi-184,1790360452.870084,1790360521.226404,1790360521.318894,1790360532.511077,16,256,68.448810,68.356320,0.043891,
pi-185,1790360454.706260,1790360521.809993,1790360521.907269,1790360527.187814,28,121,67.201009,67.103732,0.044005,
pi-186,1790360454.832590,1790360523.911894,1790360524.012640,1790360529.583515,29,125,69.180050,69.079304,0.044926,
pi-187,1790360454.928416,1790360524.442563,1790360524.545127,1790360535.265796,17,256,69.616711,69.514148,0.042042,
pi-188,1790360455.075101,1790360524.489075,1790360524.593618,1790360535.303382,22,256,69.518518,69.413974,0.041999,
pi-189,1790360455.683470,1790360525.678492,1790360525.786286,1790360536.265772,25,256,70.102816,69.995023,0.041096,
pi-190,1790360456.135628,1790360525.817556,1790360525.932242,1790360536.375536,18,256,69.796614,69.681928,0.040954,
pi-191,1790360456.828583,1790360526.367479,1790360526.476818,1790360532.205815,44,130,69.648234,69.538895,0.044411,
pi-192,1790360457.348924,1790360526.561978,1790360526.668779,1790360536.937903,30,256,69.319855,69.213054,0.040271,
pi-193,1790360458.600761,1790360527.188919,1790360527.300554,1790360537.422916,16,256,68.699792,68.588157,0.039696,
pi-194,1790360459.028638,1790360531.735860,1790360531.882515,1790360540.943798,16,256,72.853878,72.707222,0.035534,
pi-195,1790360461.158232,1790360531.736403,1790360531.882520,1790360540.943810,26,256,70.724288,70.578171,0.035534,
pi-196,1790360461.832216,1790360531.736869,1790360531.882525,1790360536.230455,17,120,70.050308,69.904652,0.036537,
pi-197,1790360462.151069,1790360531.737290,1790360531.882529,1790360536.088226,31,116,69.731460,69.586221,0.036571,
pi-198,1790360465.466701,1790360531.737719,1790360531.882534,1790360540.943817,17,256,66.415833,66.271019,0.035534,
pi-199,1790360466.311995,1790360531.738119,1790360531.882538,1790360540.943825,22,256,65.570543,65.426124,0.035534,
pi-200,1790360467.314461,1790360531.738531,1790360531.882543,1790360532.465802,24,17,64.568082,64.424070,0.036454,
pi-201,1790360468.389211,1790360531.738909,1790360531.882547,1790360537.838727,14,166,63.493336,63.349697,0.036098,
pi-202,1790360469.020609,1790360531.739263,1790360531.882552,1790360540.943833,19,256,62.861944,62.718654,0.035534,
pi-203,1790360469.234352,1790360531.739639,1790360531.882557,1790360540.943840,18,256,62.648204,62.505287,0.035534,
pi-204,1790360469.931524,1790360531.740015,1790360531.882561,1790360540.943847,17,256,61.951038,61.808491,0.035534,
pi-205,1790360473.988424,1790360531.740397,1790360531.882565,1790360540.943855,15,256,57.894142,57.751974,0.035534,
pi-206,1790360474.106632,1790360531.740751,1790360531.882570,1790360539.911105,13,226,57.775938,57.634119,0.035682,
pi-207,1790360475.112056,1790360531.741122,1790360531.882574,1790360540.943862,18,256,56.770519,56.629066,0.035534,
pi-208,1790360475.169138,1790360531.741493,1790360531.882579,1790360540.943869,47,256,56.713440,56.572355,0.035534,
pi-209,1790360475.196620,1790360531.741971,1790360531.882583,1790360540.943876,21,256,56.685963,56.545352,0.035534,
pi-210,1790360475.307692,1790360531.742373,1790360531.882587,1790360540.943883,55,256,56.574896,56.434682,0.035534,
pi-211,1790360476.320437,1790360531.742872,1790360531.882592,1790360540.943891,18,256,55.562155,55.422435,0.035535,
pi-212,1790360476.939924,1790360531.743253,1790360531.882597,1790360540.943898,52,256,54.942673,54.803328,0.035535,
pi-213,1790360477.309601,1790360531.743825,1790360531.882601,1790360534.743557,20,79,54.573000,54.434223,0.036679,
pi-214,1790360477.726665,1790360532.207044,1790360532.281744,1790360541.372571,15,256,54.555079,54.480379,0.035650,
pi-215,1790360479.607197,1790360532.429407,1790360532.511230,1790360539.945769,20,210,52.904033,52.822210,0.035572,
pi-216,1790360482.438608,1790360532.429839,1790360532.511235,1790360541.574278,27,256,50.072627,49.991231,0.035541,
pi-217,1790360482.768151,1790360532.465914,1790360532.541341,1790360541.607733,26,256,49.773190,49.697763,0.035554,
pi-218,1790360483.226639,1790360532.512346,1790360532.578937,1790360541.644398,12,256,49.352298,49.285707,0.035551,
pi-219,1790360483.634734,1790360536.269917,1790360536.341123,1790360545.088715,20,256,52.706389,52.635183,0.034304,
pi-220,1790360483.861594,1790360536.377684,1790360536.446367,1790360545.181915,16,256,52.584773,52.516090,0.034257,
pi-221,1790360484.249942,1790360537.424062,1790360537.495549,1790360545.756661,27,245,53.245608,53.174120,0.033857,
pi-222,1790360484.715818,1790360540.943943,1790360541.073982,1790360549.061381,18,256,56.358165,56.228125,0.031323,
pi-223,1790360484.727973,1790360540.944305,1790360541.073985,1790360543.997125,64,88,56.346011,56.216331,0.033599,
pi-224,1790360484.814444,1790360540.944744,1790360541.073987,1790360544.164704,18,93,56.259543,56.130300,0.033595,
pi-225,1790360485.314809,1790360540.944996,1790360541.073989,1790360549.061392,14,256,55.759180,55.630187,0.031323,
pi-226,1790360485.345238,1790360540.945217,1790360541.073992,1790360549.061401,13,256,55.728754,55.599980,0.031323,
pi-227,1790360486.042392,1790360540.945443,1790360541.073994,1790360549.061409,59,256,55.031602,54.903051,0.031323,
pi-228,1790360486.274205,1790360540.945743,1790360541.073996,1790360542.419192,35,41,54.799791,54.671538,0.033630,
pi-229,1790360486.866602,1790360540.946028,1790360541.073998,1790360549.061416,17,256,54.207396,54.079426,0.031323,
pi-230,1790360487.111122,1790360540.946249,1790360541.074000,1790360549.061425,29,256,53.962878,53.835127,0.031323,
pi-231,1790360487.187459,1790360540.946472,1790360541.074003,1790360549.061433,11,256,53.886543,53.759013,0.031323,
pi-232,1790360488.405430,1790360540.946656,1790360541.074005,1790360549.061439,17,256,52.668575,52.541226,0.031323,
pi-233,1790360488.707932,1790360540.946850,1790360541.074007,1790360545.059285,42,120,52.366075,52.238918,0.033490,
pi-234,1790360488.956667,1790360540.947098,1790360541.074010,1790360549.061446,20,256,52.117343,51.990431,0.031323,
pi-235,1790360488.977053,1790360541.374705,1790360541.442642,1790360547.166038,15,180,52.465589,52.397651,0.031974,
pi-236,1790360489.440580,1790360541.576411,1790360541.644448,1790360549.556909,27,256,52.203868,52.135831,0.031029,
pi-237,1790360490.377019,1790360541.648530,1790360541.718035,1790360549.619956,27,256,51.341017,51.271512,0.030988,
pi-238,1790360490.557870,1790360542.421294,1790360542.486186,1790360550.276200,23,256,51.928315,51.863424,0.030549,
pi-239,1790360490.970537,1790360545.093838,1790360545.153036,1790360545.425754,18,10,54.182499,54.123301,0.030302,
pi-240,1790360490.981802,1790360545.187041,1790360545.246839,1790360552.580786,16,256,54.265037,54.205240,0.028761,
pi-241,1790360491.073668,1790360545.430841,1790360545.488546,1790360552.797312,21,256,54.414878,54.357173,0.028662,
pi-242,1790360491.093626,1790360549.065546,1790360549.130185,1790360556.187218,13,256,58.036558,57.971920,0.027675,
