request_id,t_arrival,t_admit,t_first_token,t_finish,prompt_tokens,gen_tokens,ttft_s,queue_s,tpot_s,error
static64-47,1790359404.704790,1790359404.708878,1790359404.749888,1790359411.678084,20,256,0.045098,0.004087,0.027169,
static64-48,1790359404.883842,1790359404.885461,1790359404.937728,1790359411.870688,21,256,0.053886,0.001619,0.027188,
static64-49,1790359405.349824,1790359405.352906,1790359405.390310,1790359412.333159,38,256,0.040486,0.003082,0.027227,
static64-50,1790359405.845143,1790359405.849324,1790359405.899603,1790359412.835999,34,256,0.054460,0.004181,0.027202,
static64-51,1790359407.118530,1790359407.122508,1790359407.176336,1790359414.110503,35,256,0.057806,0.003978,0.027193,
static64-52,1790359408.677715,1790359408.677737,1790359408.713376,1790359415.651549,31,256,0.035661,0.000022,0.027209,
static64-53,1790359409.570827,1790359409.571907,1790359409.616043,1790359412.061514,26,89,0.045216,0.001081,0.027789,
static64-54,1790359409.778248,1790359409.782328,1790359409.812171,1790359416.745057,24,256,0.033924,0.004080,0.027188,
static64-55,1790359413.108616,1790359413.112697,1790359413.149848,1790359417.729383,17,170,0.041232,0.004081,0.027098,
static64-56,1790359413.937755,1790359413.937778,1790359413.974370,1790359420.974483,25,256,0.036615,0.000023,0.027451,
static64-57,1790359414.126788,1790359414.128869,1790359414.165705,1790359421.169058,16,256,0.038917,0.002081,0.027464,
static64-58,1790359415.412475,1790359415.414555,1790359415.458662,1790359422.494442,13,256,0.046186,0.002079,0.027591,
static64-59,1790359415.906265,1790359415.906287,1790359415.944743,1790359422.991177,21,256,0.038478,0.000022,0.027633,
static64-60,1790359416.599354,1790359416.600559,1790359416.658293,1790359423.701276,15,256,0.058940,0.001205,0.027620,
static64-61,1790359417.020006,1790359417.024089,1790359417.067624,1790359424.104941,20,256,0.047618,0.004082,0.027597,
static64-62,1790359417.877762,1790359417.879868,1790359417.918535,1790359424.925853,25,256,0.040773,0.002106,0.027480,
static64-63,1790359419.540728,1790359419.542904,1790359419.596693,1790359426.508563,22,256,0.055965,0.002176,0.027105,
static64-64,1790359419.702498,1790359419.704593,1790359419.739703,1790359425.734623,27,221,0.037205,0.002095,0.027250,
static64-65,1790359421.673123,1790359421.674203,1790359421.720836,1790359428.482968,17,256,0.047713,0.001081,0.026518,
static64-66,1790359426.473525,1790359426.473549,1790359426.508575,1790359433.089835,30,256,0.035050,0.000024,0.025809,
static64-67,1790359427.914863,1790359427.915951,1790359427.956095,1790359434.987844,13,256,0.041231,0.001087,0.027575,
static64-68,1790359434.076922,1790359434.081009,1790359434.126966,1790359440.923660,13,256,0.050043,0.004087,0.026654,
static64-69,1790359434.720379,1790359434.722019,1790359434.774740,1790359441.589071,48,256,0.054360,0.001640,0.026723,
static64-70,1790359435.729889,1790359435.732973,1790359435.770071,1790359440.087644,15,162,0.040182,0.003083,0.026817,
static64-71,1790359436.969274,1790359436.970355,1790359437.000153,1790359443.814691,30,256,0.030879,0.001081,0.026724,
static64-72,1790359437.970668,1790359437.972752,1790359438.011652,1790359444.799449,21,256,0.040984,0.002084,0.026619,
static64-73,1790359438.091857,1790359438.091878,1790359438.125707,1790359444.969064,64,256,0.033850,0.000021,0.026837,
static64-74,1790359445.513103,1790359445.517300,1790359445.531410,1790359452.450443,16,218,0.018307,0.004197,0.031885,
static64-75,1790359448.296374,1790359448.298460,1790359448.386685,1790359455.097334,28,256,0.090311,0.002086,0.026316,
static64-76,1790359449.166280,1790359449.171257,1790359449.219122,1790359455.946637,20,256,0.052842,0.004977,0.026382,
static64-77,1790359452.091567,1790359452.091604,1790359452.127348,1790359458.891344,16,256,0.035781,0.000037,0.026525,
static64-78,1790359453.783786,1790359453.786918,1790359453.835232,1790359460.647636,33,256,0.051447,0.003132,0.026715,
static64-79,1790359453.803840,1790359453.808122,1790359453.860845,1790359460.674694,34,256,0.057005,0.004282,0.026721,
static64-80,1790359456.087664,1790359456.088748,1790359456.130303,1790359460.701330,55,172,0.042639,0.001084,0.026731,
static64-81,1790359458.442910,1790359458.445003,1790359458.485763,1790359460.884269,33,90,0.042852,0.002092,0.026950,
static64-82,1790359459.285057,1790359459.289677,1790359459.340097,1790359466.021970,17,256,0.055040,0.004620,0.026203,
static64-83,1790359459.307307,1790359459.310389,1790359459.340100,1790359466.021980,23,256,0.032793,0.003082,0.026203,
static64-84,1790359463.862040,1790359463.862081,1790359463.906456,1790359471.125367,15,256,0.044416,0.000041,0.028309,
static64-85,1790359467.340719,1790359467.343806,1790359467.417828,1790359475.128271,30,256,0.077109,0.003087,0.030237,
static64-86,1790359473.681157,1790359473.684241,1790359473.733311,1790359481.662672,23,256,0.052154,0.003084,0.031096,
static64-87,1790359478.088647,1790359478.090729,1790359478.129565,1790359485.476954,20,256,0.040918,0.002082,0.028813,
static64-88,1790359483.397737,1790359483.400824,1790359483.471403,1790359490.789295,26,256,0.073665,0.003087,0.028698,
static64-89,1790359487.045757,1790359487.048842,1790359487.096298,1790359493.751596,29,256,0.050541,0.003085,0.026099,
static64-90,1790359487.622174,1790359487.623258,1790359487.662997,1790359494.332131,23,256,0.040822,0.001084,0.026153,
static64-91,1790359491.524684,1790359491.529771,1790359491.561921,1790359495.216569,24,140,0.037237,0.005087,0.026292,
static64-92,1790359492.385454,1790359492.385479,1790359492.423752,1790359499.136951,18,256,0.038298,0.000025,0.026326,
static64-93,1790359493.401143,1790359493.401165,1790359493.429617,1790359500.162137,17,256,0.028475,0.000023,0.026402,
static64-94,1790359495.796928,1790359495.796955,1790359495.831065,1790359502.599691,34,256,0.034137,0.000028,0.026544,
static64-95,1790359497.194276,1790359497.195363,1790359497.240678,1790359500.908130,18,138,0.046402,0.001087,0.026770,
static64-96,1790359498.635433,1790359498.640328,1790359498.695430,1790359505.447222,30,256,0.059997,0.004895,0.026478,
static64-97,1790359498.808725,1790359498.810808,1790359498.864121,1790359505.600210,15,256,0.055396,0.002083,0.026416,
static64-98,1790359499.993630,1790359499.997567,1790359500.049818,1790359507.070535,11,256,0.056187,0.003937,0.027532,
static64-99,1790359506.284953,1790359506.288040,1790359506.367012,1790359513.078801,28,256,0.082059,0.003087,0.026321,
static64-100,1790359506.434119,1790359506.436209,1790359506.473544,1790359513.185210,11,256,0.039425,0.002090,0.026320,
static64-101,1790359509.022364,1790359509.022387,1790359509.068405,1790359515.868095,18,256,0.046041,0.000023,0.026665,
static64-102,1790359509.048030,1790359509.049117,1790359509.095750,1790359515.896856,18,256,0.047719,0.001086,0.026671,
static64-103,1790359511.898231,1790359511.898256,1790359511.946772,1790359518.806381,15,256,0.048541,0.000025,0.026900,
static64-104,1790359512.920999,1790359512.925085,1790359512.968699,1790359519.834595,17,256,0.047700,0.004086,0.026925,
static64-105,1790359514.673517,1790359514.676605,1790359514.723159,1790359521.644284,32,256,0.049641,0.003088,0.027142,
static64-106,1790359514.931117,1790359514.934203,1790359514.968565,1790359517.612641,19,99,0.037448,0.003086,0.026980,
static64-107,1790359516.594701,1790359516.595788,1790359516.633917,1790359523.637407,28,256,0.039217,0.001087,0.027465,
static64-108,1790359516.924831,1790359516.926928,1790359516.962146,1790359523.970618,12,256,0.037314,0.002097,0.027484,
static64-109,1790359517.941785,1790359517.942868,1790359517.990798,1790359525.022495,17,256,0.049013,0.001082,0.027575,
static64-110,1790359519.423143,1790359519.425230,1790359519.476668,1790359526.524417,17,256,0.053525,0.002087,0.027638,
static64-111,1790359520.182245,1790359520.186337,1790359520.236502,1790359527.290129,24,256,0.054257,0.004092,0.027661,
static64-112,1790359520.490879,1790359520.490902,1790359520.536465,1790359527.586612,17,256,0.045587,0.000024,0.027648,
static64-113,1790359521.560093,1790359521.561131,1790359521.613525,1790359528.621542,30,256,0.053431,0.001037,0.027482,
static64-114,1790359522.068442,1790359522.072526,1790359522.115573,1790359529.095140,32,256,0.047131,0.004084,0.027371,
static64-115,1790359522.225573,1790359522.228659,1790359522.263648,1790359529.226435,27,256,0.038075,0.003085,0.027305,
static64-116,1790359526.404304,1790359526.404326,1790359526.442417,1790359533.150135,17,256,0.038112,0.000022,0.026305,
static64-117,1790359529.031624,1790359529.032706,1790359529.068637,1790359535.724898,22,256,0.037014,0.001082,0.026103,
static64-118,1790359530.341830,1790359530.341855,1790359530.385562,1790359537.092566,15,256,0.043732,0.000025,0.026302,
static64-119,1790359533.776254,1790359533.777344,1790359533.819553,1790359540.576402,18,256,0.043300,0.001091,0.026497,
static64-120,1790359534.594102,1790359534.594131,1790359534.629978,1790359541.402754,33,256,0.035876,0.000029,0.026560,
static64-121,1790359535.070626,1790359535.071708,1790359535.106058,1790359541.878199,14,256,0.035432,0.001082,0.026557,
static64-122,1790359535.791441,1790359535.792522,1790359535.830724,1790359542.578048,23,256,0.039283,0.001081,0.026460,
static64-123,1790359540.504199,1790359540.507288,1790359540.549281,1790359547.243799,22,256,0.045082,0.003089,0.026253,
static64-124,1790359541.233599,1790359541.237681,1790359541.268364,1790359547.973490,17,256,0.034765,0.004082,0.026295,
static64-125,1790359544.238902,1790359544.239990,1790359544.289394,1790359551.125570,16,256,0.050492,0.001088,0.026809,
static64-126,1790359546.100582,1790359546.103667,1790359546.145673,1790359553.062970,17,256,0.045091,0.003085,0.027127,
static64-127,1790359546.626414,1790359546.628499,1790359546.677628,1790359553.612909,29,256,0.051214,0.002085,0.027197,
static64-128,1790359547.555994,1790359547.558081,1790359547.591002,1790359554.537808,29,256,0.035008,0.002087,0.027242,
static64-129,1790359548.103186,1790359548.108094,1790359548.157391,1790359555.100633,19,256,0.054205,0.004909,0.027228,
static64-130,1790359548.585529,1790359548.588615,1790359548.643261,1790359555.578946,34,256,0.057732,0.003086,0.027199,
static64-131,1790359550.709613,1790359550.712603,1790359550.766213,1790359557.613416,17,256,0.056600,0.002990,0.026852,
static64-132,1790359553.478116,1790359553.478142,1790359553.521259,1790359556.782989,25,123,0.043143,0.000026,0.026735,
static64-133,1790359553.497100,1790359553.499190,1790359553.554612,1790359560.247746,14,256,0.057512,0.002090,0.026248,
static64-134,1790359557.213547,1790359557.215632,1790359557.245437,1790359559.038948,17,70,0.031890,0.002084,0.025993,
static64-135,1790359558.763722,1790359558.766810,1790359558.800100,1790359566.504947,32,256,0.036378,0.003088,0.030215,
static64-136,1790359562.453007,1790359562.456095,1790359562.533189,1790359569.330077,31,256,0.080181,0.003087,0.026654,
static64-137,1790359562.522312,1790359562.523392,1790359562.564020,1790359569.357210,33,256,0.041708,0.001081,0.026640,
static64-138,1790359564.821625,1790359564.824713,1790359564.859487,1790359571.682305,72,256,0.037862,0.003089,0.026756,
static64-139,1790359564.973594,1790359564.975678,1790359565.022774,1790359570.943799,16,222,0.049180,0.002084,0.026792,
static64-140,1790359566.517242,1790359566.521323,1790359566.560306,1790359573.328890,26,256,0.043064,0.004081,0.026543,
static64-141,1790359570.486481,1790359570.490564,1790359570.538506,1790359577.168180,30,256,0.052025,0.004084,0.025999,
static64-142,1790359572.162204,1790359572.162225,1790359572.197411,1790359579.265202,22,256,0.035208,0.000021,0.027717,
static64-143,1790359578.179934,1790359578.182018,1790359578.258789,1790359586.411850,33,256,0.078855,0.002085,0.031973,
static64-144,1790359578.635765,1790359578.638848,1790359578.668090,1790359581.719572,17,119,0.032325,0.003084,0.025860,
static64-145,1790359585.207858,1790359585.210943,1790359585.264468,1790359591.976149,15,256,0.056611,0.003086,0.026320,
static64-146,1790359585.478654,1790359585.482736,1790359585.525564,1790359592.249357,17,256,0.046910,0.004083,0.026368,
static64-147,1790359589.211409,1790359589.212494,1790359589.249627,1790359594.874066,21,205,0.038218,0.001085,0.027571,
static64-148,1790359589.610955,1790359589.613039,1790359589.646000,1790359596.774343,14,256,0.035044,0.002083,0.027954,
static64-149,1790359589.957330,1790359589.960411,1790359589.997700,1790359597.148449,19,256,0.040370,0.003081,0.028042,
static64-150,1790359590.275257,1790359590.276339,1790359590.318619,1790359597.487286,18,256,0.043363,0.001082,0.028112,
static64-151,1790359591.693717,1790359591.694801,1790359591.727665,1790359598.940765,24,256,0.033948,0.001084,0.028287,
static64-152,1790359592.293852,1790359592.295936,1790359592.331326,1790359599.555491,14,256,0.037474,0.002083,0.028330,
static64-153,1790359592.553032,1790359592.556247,1790359592.607281,1790359599.833862,37,256,0.054250,0.003216,0.028340,
static64-154,1790359592.700229,1790359592.700249,1790359592.745599,1790359599.970162,18,256,0.045371,0.000021,0.028332,
static64-155,1790359592.748742,1790359592.752823,1790359592.801541,1790359600.024163,17,256,0.052800,0.004081,0.028324,
static64-156,1790359594.022784,1790359594.026864,1790359594.065470,1790359601.229106,31,256,0.042686,0.004080,0.028093,
static64-157,1790359595.332566,1790359595.336651,1790359595.387168,1790359602.436488,15,256,0.054602,0.004085,0.027644,
static64-158,1790359596.934780,1790359596.937867,1790359596.975839,1790359603.873631,24,256,0.041059,0.003087,0.027050,
static64-159,1790359600.193377,1790359600.193399,1790359600.235508,1790359606.960592,19,256,0.042130,0.000021,0.026373,
static64-160,1790359603.134870,1790359603.136997,1790359603.188663,1790359609.963653,43,256,0.053792,0.002127,0.026569,
static64-161,1790359604.635604,1790359604.637687,1790359604.673675,1790359611.490765,23,256,0.038072,0.002083,0.026734,
static64-162,1790359605.277946,1790359605.283128,1790359605.329187,1790359612.152583,19,256,0.051241,0.005183,0.026758,
static64-163,1790359606.440606,1790359606.441691,1790359606.471734,1790359612.570404,34,229,0.031129,0.001086,0.026749,
static64-164,1790359610.515615,1790359610.517704,1790359610.576591,1790359621.002863,16,256,0.060976,0.002089,0.040887,
